Date,Close,High,Low,Open,Volume
2010-06-28,802.5700073242188,804.4500122070312,794.5399780273438,798.1199951171875,15863500
2010-07-05,820.5999755859375,826.0900268554688,803.4099731445312,804.7000122070312,33486200
2010-07-12,827.5399780273438,830.989990234375,813.0,824.7000122070312,35897800
2010-07-19,840.239990234375,842.489990234375,820.4099731445312,827.0399780273438,38511800
2010-07-26,855.8300170898438,860.0,818.8400268554688,824.7000122070312,26710500
2010-08-02,875.0700073242188,878.6300048828125,860.469970703125,861.1599731445312,43822600
2010-08-09,862.1599731445312,877.760009765625,856.1199951171875,876.77001953125,27419800
2010-08-16,893.9199829101562,897.8099975585938,857.510009765625,858.030029296875,51373100
2010-08-23,900.3699951171875,900.780029296875,881.8699951171875,899.3300170898438,74009500
2010-08-30,929.9000244140625,934.4600219726562,900.75,910.8300170898438,50393900
2010-09-06,924.5700073242188,944.6400146484375,915.7899780273438,940.2000122070312,32563200
2010-09-13,923.5700073242188,939.9500122070312,902.4600219726562,931.719970703125,25599400
2010-09-20,951.9000244140625,957.219970703125,918.7000122070312,926.5900268554688,23582000
2010-09-27,978.5800170898438,980.8900146484375,954.1599731445312,960.6799926757812,27797800
2010-10-04,963.1900024414062,986.75,952.989990234375,985.5999755859375,21793100
2010-10-11,997.1500244140625,999.510009765625,967.4000244140625,967.9099731445312,23240800
2010-10-18,992.239990234375,994.97998046875,979.1199951171875,993.5499877929688,17839000
2010-10-25,984.4600219726562,1001.0599975585938,979.3400268554688,995.2999877929688,17421900
2010-11-01,1040.449951171875,1049.5400390625,991.9000244140625,992.3900146484375,26775700
2010-11-08,1018.8599853515625,1055.25,999.47998046875,1043.5799560546875,24499800
2010-11-15,1008.77001953125,1031.1600341796875,978.52001953125,1013.5999755859375,23207800
2010-11-22,991.7100219726562,1020.3400268554688,983.0800170898438,1012.9600219726562,26034900
2010-11-29,1034.06005859375,1040.43994140625,983.719970703125,985.7000122070312,24357400
2010-12-06,1035.8499755859375,1044.43994140625,1023.7100219726562,1038.949951171875,11962100
2010-12-13,1022.4600219726562,1044.2900390625,1020.9099731445312,1042.97998046875,19880100
2010-12-20,1021.989990234375,1025.1099853515625,1002.0700073242188,1023.4600219726562,13819800
2010-12-27,1032.760009765625,1036.719970703125,1018.0499877929688,1023.1900024414062,10856200
2011-01-03,1036.449951171875,1056.43994140625,1036.27001953125,1042.72998046875,22350100
2011-01-10,1032.260009765625,1035.6500244140625,1007.780029296875,1033.949951171875,17499100
2011-01-17,1006.5700073242188,1034.800048828125,1000.9600219726562,1033.6600341796875,18262500
2011-01-24,981.8300170898438,999.5900268554688,950.6099853515625,999.4199829101562,21714600
2011-01-31,984.780029296875,995.280029296875,959.6900024414062,966.5599975585938,13433200
2011-02-07,949.5700073242188,987.4199829101562,937.0599975585938,978.1500244140625,15451400
2011-02-14,995.5700073242188,995.9299926757812,957.7999877929688,958.3400268554688,11611300
2011-02-21,985.9099731445312,1000.9000244140625,977.0800170898438,1000.3400268554688,15814000
2011-02-28,995.9099731445312,1000.530029296875,980.6099853515625,980.6099853515625,14499700
2011-03-07,1007.0599975585938,1025.7099609375,996.1900024414062,998.1599731445312,20011900
2011-03-14,1003.2899780273438,1022.8900146484375,996.4400024414062,1007.739990234375,14234900
2011-03-21,1037.72998046875,1039.280029296875,1009.8300170898438,1009.9400024414062,23419400
2011-03-28,1064.3499755859375,1068.3299560546875,1032.22998046875,1038.3399658203125,25979800
2011-04-04,1082.68994140625,1092.3399658203125,1073.9200439453125,1074.3900146484375,21227600
2011-04-11,1084.9100341796875,1090.3800048828125,1064.6099853515625,1086.719970703125,6542600
2011-04-18,1105.2900390625,1113.6300048828125,1083.72998046875,1087.9200439453125,23199800
2011-04-25,1093.56005859375,1108.530029296875,1082.199951171875,1106.6199951171875,23177400
2011-05-02,1050.8499755859375,1094.81005859375,1048.6300048828125,1092.530029296875,18536500
2011-05-09,1084.9599609375,1102.43994140625,1054.6700439453125,1054.6700439453125,27996900
2011-05-16,1072.93994140625,1082.47998046875,1069.1199951171875,1080.43994140625,12813400
2011-05-23,1067.0,1070.489990234375,1052.1800537109375,1062.739990234375,19642200
2011-05-30,1057.8599853515625,1082.1300048828125,1056.3399658203125,1071.030029296875,16734800
2011-06-06,1020.3699951171875,1055.5799560546875,998.3900146484375,1054.68994140625,17539000
2011-06-13,1018.9600219726562,1035.989990234375,1007.0399780273438,1013.6599731445312,15920400
2011-06-20,1022.9400024414062,1033.800048828125,1012.6099853515625,1022.6300048828125,14412500
2011-06-27,1041.47998046875,1041.9200439453125,1008.0999755859375,1015.3599853515625,14286600
2011-07-04,1088.4599609375,1097.0699462890625,1069.8800048828125,1077.719970703125,34961100
2011-07-11,1079.9100341796875,1084.739990234375,1059.780029296875,1081.1800537109375,16489700
2011-07-18,1121.0400390625,1121.989990234375,1079.8599853515625,1085.6400146484375,24346900
2011-07-25,1133.530029296875,1136.260009765625,1115.1099853515625,1115.75,29016500
2011-08-01,1093.3800048828125,1148.280029296875,1077.1199951171875,1143.469970703125,30618900
2011-08-08,1062.0699462890625,1087.1600341796875,1033.3800048828125,1071.8299560546875,20391800
2011-08-15,1069.199951171875,1102.77001953125,1066.0799560546875,1075.2900390625,24913400
2011-08-22,1037.219970703125,1069.760009765625,1012.1500244140625,1068.4599609375,24175500
2011-08-29,1065.1800537109375,1081.6300048828125,1037.219970703125,1043.010009765625,16976500
2011-09-05,1062.3699951171875,1073.9200439453125,1040.5799560546875,1055.72998046875,21058400
2011-09-12,1033.3399658203125,1051.2099609375,1011.5800170898438,1048.7900390625,16395800
2011-09-19,958.1599731445312,1031.72998046875,940.4199829101562,1026.1300048828125,16440800
2011-09-26,916.2100219726562,949.3400268554688,867.8599853515625,947.530029296875,21508200
2011-10-03,909.1699829101562,934.6699829101562,843.6900024414062,883.8699951171875,21491400
2011-10-10,955.8099975585938,959.3599853515625,896.5700073242188,901.9500122070312,23072700
2011-10-17,916.3400268554688,973.4000244140625,902.6300048828125,963.719970703125,14876600
2011-10-24,973.1799926757812,985.7000122070312,923.97998046875,928.3800048828125,12322500
2011-10-31,957.3099975585938,981.8300170898438,945.4000244140625,976.5399780273438,13136300
2011-11-07,970.969970703125,985.3699951171875,951.97998046875,962.7100219726562,15268500
2011-11-14,984.1599731445312,999.5,982.2899780273438,983.030029296875,17171600
2011-11-21,967.1799926757812,983.5800170898438,965.0700073242188,977.6400146484375,14089700
2011-11-28,1029.3699951171875,1030.030029296875,974.77001953125,974.77001953125,18430000
2011-12-05,1034.0,1051.77001953125,1024.47998046875,1034.0699462890625,16441200
2011-12-12,1034.06005859375,1037.31005859375,1006.1599731445312,1032.31005859375,16384900
2011-12-19,1037.3699951171875,1049.2900390625,1029.1500244140625,1031.6800537109375,16575400
2011-12-26,1025.3199462890625,1042.3199462890625,1019.5499877929688,1040.93994140625,9819400
2012-01-02,1036.260009765625,1041.8299560546875,1031.760009765625,1036.1400146484375,7828700
2012-01-09,1044.81005859375,1058.9300537109375,1033.4200439453125,1034.0699462890625,17305800
2012-01-16,1058.6600341796875,1063.43994140625,1035.0,1038.9100341796875,18669600
2012-01-23,1076.2900390625,1078.010009765625,1054.8399658203125,1059.949951171875,18753500
2012-01-30,1098.949951171875,1099.6199951171875,1072.7099609375,1076.25,22041400
2012-02-06,1112.9100341796875,1121.3599853515625,1092.77001953125,1105.75,21748900
2012-02-13,1129.9300537109375,1132.72998046875,1102.77001953125,1115.2900390625,24117400
2012-02-20,1146.1400146484375,1147.719970703125,1129.4000244140625,1135.699951171875,27779800
2012-02-27,1165.1500244140625,1173.0699462890625,1133.3299560546875,1148.31005859375,22958700
2012-03-05,1158.7099609375,1170.5999755859375,1150.5,1162.550048828125,21073500
2012-03-12,1189.56005859375,1189.56005859375,1144.4300537109375,1162.030029296875,26729300
2012-03-19,1194.43994140625,1214.31005859375,1179.489990234375,1196.4200439453125,28929300
2012-03-26,1196.77001953125,1209.1600341796875,1187.6500244140625,1196.469970703125,20163700
2012-04-02,1182.4100341796875,1213.5699462890625,1177.8299560546875,1195.9599609375,13593400
2012-04-09,1169.449951171875,1176.260009765625,1151.2099609375,1174.22998046875,9622300
2012-04-16,1194.5999755859375,1195.4300537109375,1156.280029296875,1180.02001953125,12072900
2012-04-23,1211.780029296875,1214.780029296875,1186.4599609375,1198.5899658203125,18833400
2012-04-30,1227.4100341796875,1247.719970703125,1217.9100341796875,1218.0999755859375,19733400
2012-05-07,1191.010009765625,1232.81005859375,1179.800048828125,1221.3699951171875,27062200
2012-05-14,1154.43994140625,1201.22998046875,1148.81005859375,1191.4000244140625,26033600
2012-05-21,1132.8299560546875,1153.72998046875,1101.5899658203125,1152.7099609375,17779000
2012-05-28,1115.18994140625,1156.22998046875,1115.18994140625,1130.18994140625,23327200
2012-06-04,1127.0999755859375,1134.6099853515625,1099.1500244140625,1119.5699462890625,15955900
2012-06-11,1165.72998046875,1170.47998046875,1143.1700439453125,1143.1700439453125,27215600
2012-06-18,1152.9100341796875,1181.68994140625,1144.43994140625,1178.739990234375,20087500
2012-06-25,1172.1099853515625,1185.6300048828125,1145.7900390625,1151.8199462890625,17710800
2012-07-02,1200.0799560546875,1205.0400390625,1181.47998046875,1185.1600341796875,18352900
2012-07-09,1210.2900390625,1212.6600341796875,1186.3199462890625,1191.3900146484375,17447300
2012-07-16,1208.550048828125,1228.800048828125,1204.989990234375,1212.9599609375,22303500
2012-07-23,1178.010009765625,1196.3699951171875,1172.9200439453125,1188.97998046875,21942800
2012-07-30,1197.530029296875,1202.0,1183.3399658203125,1183.3399658203125,14720400
2012-08-06,1219.3699951171875,1223.9300537109375,1201.77001953125,1206.43994140625,22803900
2012-08-13,1223.9100341796875,1230.6099853515625,1217.3900146484375,1223.9300537109375,20313700
2012-08-20,1237.18994140625,1243.260009765625,1218.1500244140625,1222.0999755859375,19836500
2012-08-27,1227.47998046875,1242.43994140625,1207.530029296875,1240.469970703125,17526400
2012-09-03,1246.0999755859375,1255.8900146484375,1229.1500244140625,1231.199951171875,25319500
2012-09-10,1276.1199951171875,1279.6700439453125,1244.6099853515625,1249.72998046875,32783900
2012-09-17,1286.260009765625,1288.3699951171875,1269.1600341796875,1277.8299560546875,35198300
2012-09-24,1298.7900390625,1300.1700439453125,1270.3299560546875,1283.4599609375,34777900
2012-10-01,1311.3499755859375,1314.3199462890625,1294.969970703125,1295.31005859375,34863300
2012-10-08,1296.97998046875,1314.6400146484375,1280.22998046875,1308.4599609375,43295200
2012-10-15,1307.7099609375,1314.3199462890625,1286.1199951171875,1293.4599609375,38003200
2012-10-22,1281.81005859375,1310.93994140625,1271.3299560546875,1301.8499755859375,24956900
2012-10-29,1306.5999755859375,1311.3900146484375,1274.9000244140625,1281.550048828125,26725600
2012-11-05,1290.8299560546875,1313.239990234375,1285.77001953125,1306.8699951171875,28685500
2012-11-12,1280.1300048828125,1296.56005859375,1263.050048828125,1293.6600341796875,25942900
2012-11-19,1281.699951171875,1291.2900390625,1268.300048828125,1282.489990234375,23744500
2012-11-26,1324.0400390625,1328.27001953125,1286.1300048828125,1288.18994140625,26988000
2012-12-03,1334.949951171875,1343.030029296875,1326.6800537109375,1329.1199951171875,26491400
2012-12-10,1358.5,1360.4200439453125,1338.300048828125,1341.199951171875,43735600
2012-12-17,1373.3800048828125,1381.3800048828125,1348.1500244140625,1361.8299560546875,58494900
2012-12-24,1391.9300537109375,1402.8599853515625,1369.02001953125,1372.989990234375,63231500
2012-12-31,1416.6600341796875,1416.6700439453125,1399.969970703125,1401.3900146484375,47531900
2013-01-07,1412.06005859375,1429.2099609375,1392.6099853515625,1423.27001953125,77357500
2013-01-14,1434.43994140625,1437.02001953125,1410.0999755859375,1417.1600341796875,178820000
2013-01-21,1461.4100341796875,1463.199951171875,1419.530029296875,1441.6600341796875,158695600
2013-01-28,1499.219970703125,1499.219970703125,1464.4000244140625,1467.1700439453125,74180500
2013-02-04,1497.300048828125,1511.949951171875,1482.6400146484375,1508.43994140625,71171300
2013-02-11,1521.52001953125,1527.47998046875,1486.199951171875,1501.02001953125,76726300
2013-02-18,1540.1300048828125,1547.3299560546875,1519.8599853515625,1523.8399658203125,80355200
2013-02-25,1539.5999755859375,1549.8199462890625,1518.02001953125,1538.8699951171875,51644700
2013-03-04,1566.9200439453125,1573.0999755859375,1530.8399658203125,1540.3699951171875,63563400
2013-03-11,1598.1300048828125,1599.8900146484375,1570.530029296875,1574.0799560546875,87439700
2013-03-18,1478.969970703125,1601.3399658203125,1464.719970703125,1588.8399658203125,156801700
2013-03-25,1561.06005859375,1569.3199462890625,1491.010009765625,1494.0899658203125,68512100
2013-04-01,1489.530029296875,1563.0999755859375,1480.4100341796875,1562.7099609375,67022500
2013-04-08,1527.3199462890625,1528.93994140625,1458.4000244140625,1494.0400390625,38150000
2013-04-15,1545.4599609375,1551.0799560546875,1510.3800048828125,1522.31005859375,24947400
2013-04-22,1582.9300537109375,1587.239990234375,1545.47998046875,1558.5,48402400
2013-04-29,1578.949951171875,1603.010009765625,1575.9000244140625,1590.1099853515625,40503700
2013-05-06,1622.47998046875,1626.989990234375,1572.739990234375,1587.1800537109375,38081000
2013-05-13,1627.9599609375,1635.4200439453125,1608.5899658203125,1621.5799560546875,61128100
2013-05-20,1607.4599609375,1649.77001953125,1582.760009765625,1636.93994140625,41518800
2013-05-27,1562.0699462890625,1624.8699951171875,1555.22998046875,1597.9200439453125,42605600
2013-06-03,1516.239990234375,1564.6600341796875,1483.75,1556.510009765625,45452000
2013-06-10,1465.27001953125,1539.3499755859375,1351.949951171875,1533.4300537109375,53720700
2013-06-17,1400.5,1492.280029296875,1354.6199951171875,1470.1300048828125,48109000
2013-06-24,1451.9000244140625,1468.739990234375,1338.81005859375,1389.489990234375,56908100
2013-07-01,1441.3299560546875,1475.0799560546875,1423.93994140625,1464.760009765625,30864800
2013-07-08,1453.7099609375,1459.550048828125,1375.52001953125,1425.1300048828125,47210700
2013-07-15,1481.8399658203125,1489.6600341796875,1437.1099853515625,1463.81005859375,58664800
2013-07-22,1476.7099609375,1519.2099609375,1445.280029296875,1501.6800537109375,45892200
2013-07-29,1420.93994140625,1465.27001953125,1403.0799560546875,1461.949951171875,43782900
2013-08-05,1432.25,1455.0799560546875,1405.7099609375,1416.780029296875,35869000
2013-08-12,1445.760009765625,1462.6600341796875,1440.739990234375,1443.25,31476700
2013-08-19,1338.1300048828125,1438.780029296875,1325.780029296875,1437.77001953125,43744200
2013-08-26,1294.300048828125,1354.3900146484375,1260.0799560546875,1347.68994140625,45211300
2013-09-02,1336.25,1337.030029296875,1296.3499755859375,1298.989990234375,34552700
2013-09-09,1401.0799560546875,1422.18994140625,1352.8499755859375,1353.3499755859375,55047400
2013-09-16,1486.760009765625,1494.27001953125,1428.8699951171875,1429.8900146484375,50592800
2013-09-23,1417.489990234375,1473.6700439453125,1413.510009765625,1473.1099853515625,41171000
2013-09-30,1427.719970703125,1432.449951171875,1381.260009765625,1398.77001953125,37699000
2013-10-07,1457.780029296875,1469.5899658203125,1411.1099853515625,1425.3699951171875,36630200
2013-10-14,1484.719970703125,1485.2099609375,1443.199951171875,1450.550048828125,52434100
2013-10-21,1454.8800048828125,1485.6700439453125,1438.6400146484375,1484.8699951171875,27981100
2013-10-28,1429.0799560546875,1463.02001953125,1418.8699951171875,1458.989990234375,33406600
2013-11-04,1405.030029296875,1438.8599853515625,1387.7900390625,1412.27001953125,39465900
2013-11-11,1420.6600341796875,1427.68994140625,1379.7900390625,1383.75,29321400
2013-11-18,1359.0699462890625,1430.3699951171875,1354.9599609375,1429.3699951171875,32164900
2013-11-25,1371.1300048828125,1379.010009765625,1345.02001953125,1345.969970703125,30748100
2013-12-02,1361.5699462890625,1392.93994140625,1351.6700439453125,1358.8900146484375,23002600
2013-12-09,1341.1300048828125,1378.02001953125,1336.7900390625,1370.510009765625,20291700
2013-12-16,1342.719970703125,1353.969970703125,1326.010009765625,1337.5400390625,22394900
2013-12-23,1298.7099609375,1342.8699951171875,1286.699951171875,1341.8299560546875,19506400
2013-12-30,1224.6199951171875,1292.77001953125,1208.5999755859375,1291.9300537109375,11583700
2014-01-06,1255.449951171875,1277.5,1205.43994140625,1222.68994140625,23663600
2014-01-13,1295.4100341796875,1306.8199462890625,1244.1400146484375,1244.2099609375,28790400
2014-01-20,1314.6300048828125,1320.6500244140625,1280.0899658203125,1290.949951171875,23320300
2014-01-27,1274.280029296875,1298.06005859375,1258.050048828125,1296.469970703125,17998800
2014-02-03,1296.489990234375,1306.1199951171875,1272.0400390625,1282.300048828125,24708300
2014-02-10,1311.8699951171875,1317.0799560546875,1288.260009765625,1301.4100341796875,19655000
2014-02-17,1304.2099609375,1333.300048828125,1295.739990234375,1319.3599853515625,35821700
2014-02-24,1325.3299560546875,1326.6400146484375,1294.27001953125,1298.6099853515625,29586800
2014-03-03,1355.0799560546875,1358.0,1330.530029296875,1330.72998046875,31838900
2014-03-10,1372.1800537109375,1372.1800537109375,1338.47998046875,1354.2099609375,33660800
2014-03-17,1360.5,1381.2099609375,1351.3599853515625,1373.7900390625,29850500
2014-03-24,1368.9000244140625,1377.8800048828125,1341.5999755859375,1359.6500244140625,22345300
2014-03-31,1392.010009765625,1398.72998046875,1371.3499755859375,1373.5400390625,21939000
2014-04-07,1389.1600341796875,1399.0699462890625,1378.969970703125,1392.699951171875,15444900
2014-04-14,1409.1800537109375,1414.969970703125,1389.56005859375,1390.18994140625,14784800
2014-04-21,1408.1600341796875,1426.530029296875,1406.6400146484375,1410.050048828125,30876000
2014-04-28,1421.47998046875,1421.949951171875,1405.0400390625,1409.56005859375,26400400
2014-05-05,1377.3699951171875,1426.52001953125,1371.6199951171875,1423.9100341796875,21025800
2014-05-12,1405.260009765625,1409.1099853515625,1369.6300048828125,1375.8800048828125,21658200
2014-05-19,1396.8399658203125,1415.3599853515625,1375.4100341796875,1405.4200439453125,36130100
2014-05-26,1415.72998046875,1419.9599609375,1381.010009765625,1398.0400390625,40101900
2014-06-02,1458.02001953125,1463.06005859375,1423.5699462890625,1424.81005859375,48415900
2014-06-09,1456.02001953125,1470.8499755859375,1450.949951171875,1464.7099609375,56364300
2014-06-16,1467.2900390625,1477.530029296875,1447.199951171875,1460.2900390625,45224200
2014-06-23,1483.239990234375,1489.719970703125,1453.0899658203125,1471.9100341796875,48866600
2014-06-30,1495.8299560546875,1504.9100341796875,1484.6199951171875,1488.9200439453125,43117000
2014-07-07,1518.010009765625,1518.9200439453125,1498.8299560546875,1500.8699951171875,39580900
2014-07-14,1533.4100341796875,1538.530029296875,1521.7900390625,1524.97998046875,59613300
2014-07-21,1543.8499755859375,1548.1600341796875,1516.9300537109375,1536.72998046875,113113100
2014-07-28,1500.199951171875,1546.719970703125,1487.4000244140625,1545.52001953125,58593400
2014-08-04,1520.31005859375,1532.300048828125,1501.6099853515625,1504.3499755859375,45300900
2014-08-11,1546.6199951171875,1552.6600341796875,1529.719970703125,1530.9599609375,32135400
2014-08-18,1556.969970703125,1559.2099609375,1539.5699462890625,1548.4200439453125,64865400
2014-08-25,1561.6300048828125,1570.8599853515625,1551.199951171875,1561.4000244140625,46824700
2014-09-01,1584.3199462890625,1586.9300537109375,1565.0799560546875,1568.3800048828125,52887900
2014-09-08,1581.3599853515625,1591.5999755859375,1566.43994140625,1589.3900146484375,64897000
2014-09-15,1584.9100341796875,1592.4200439453125,1562.0400390625,1577.7099609375,91955900
2014-09-22,1600.1600341796875,1600.1600341796875,1583.219970703125,1584.260009765625,95401300
2014-09-29,1570.280029296875,1602.2099609375,1553.3299560546875,1601.3800048828125,84810900
2014-10-06,1552.719970703125,1574.52001953125,1527.8800048828125,1572.31005859375,82545400
2014-10-13,1528.7099609375,1556.469970703125,1519.760009765625,1544.6600341796875,97339700
2014-10-20,1539.9100341796875,1542.5999755859375,1520.8900146484375,1541.0999755859375,58554000
2014-10-27,1584.1600341796875,1584.3499755859375,1538.010009765625,1542.68994140625,154556600
2014-11-03,1578.3699951171875,1591.1500244140625,1572.77001953125,1591.02001953125,128390600
2014-11-10,1575.8800048828125,1582.3299560546875,1555.75,1581.77001953125,102422500
2014-11-17,1579.199951171875,1587.1300048828125,1567.31005859375,1576.4100341796875,72337800
2014-11-24,1593.9100341796875,1602.280029296875,1584.5400390625,1587.3499755859375,98449500
2014-12-01,1575.550048828125,1603.8900146484375,1573.489990234375,1590.8900146484375,88236600
2014-12-08,1514.949951171875,1603.8900146484375,1508.239990234375,1600.989990234375,68422900
2014-12-15,1514.3499755859375,1528.050048828125,1375.989990234375,1490.43994140625,113397800
2014-12-22,1510.4100341796875,1539.22998046875,1493.4000244140625,1522.489990234375,55867700
2014-12-29,1497.6700439453125,1516.1700439453125,1486.300048828125,1515.489990234375,13273900
2015-01-05,1529.4200439453125,1531.2099609375,1459.219970703125,1499.699951171875,101146500
2015-01-12,1517.739990234375,1548.239990234375,1514.8299560546875,1527.4200439453125,61611300
2015-01-19,1598.3299560546875,1601.050048828125,1524.6199951171875,1528.030029296875,62611500
2015-01-26,1581.25,1610.780029296875,1581.010009765625,1602.1300048828125,74440500
2015-02-02,1613.6300048828125,1619.77001953125,1571.68994140625,1571.68994140625,72884100
2015-02-09,1615.8900146484375,1619.6500244140625,1583.9300537109375,1609.780029296875,62510200
2015-02-16,1603.449951171875,1619.1700439453125,1587.75,1616.8900146484375,67637900
2015-02-23,1587.010009765625,1610.239990234375,1566.9599609375,1608.530029296875,73505700
2015-03-02,1568.2900390625,1590.02001953125,1545.0999755859375,1588.1400146484375,60906800
2015-03-09,1541.550048828125,1565.18994140625,1520.199951171875,1558.5400390625,49153200
2015-03-16,1529.9599609375,1544.68994140625,1511.4000244140625,1534.469970703125,49315300
2015-03-23,1495.219970703125,1539.5699462890625,1484.9100341796875,1535.8599853515625,57701400
2015-03-30,1536.050048828125,1539.6500244140625,1495.3699951171875,1501.0799560546875,112546000
2015-04-06,1547.8299560546875,1556.1300048828125,1540.25,1545.2099609375,28599900
2015-04-13,1566.8499755859375,1575.3900146484375,1555.9599609375,1560.8599853515625,15260300
2015-04-20,1555.4599609375,1572.0400390625,1543.469970703125,1565.6700439453125,40274600
2015-04-27,1526.739990234375,1562.6400146484375,1513.4200439453125,1559.199951171875,32025800
2015-05-04,1510.510009765625,1531.75,1494.9200439453125,1520.550048828125,29358700
2015-05-11,1512.18994140625,1520.489990234375,1478.9000244140625,1517.050048828125,34548700
2015-05-18,1523.8599853515625,1536.300048828125,1505.6700439453125,1510.2099609375,34358800
2015-05-25,1496.050048828125,1528.1300048828125,1486.6300048828125,1526.300048828125,31160400
2015-06-01,1507.3699951171875,1509.06005859375,1476.1600341796875,1492.449951171875,29364300
2015-06-08,1508.22998046875,1518.3399658203125,1490.6400146484375,1507.719970703125,37184900
2015-06-15,1491.4599609375,1518.43994140625,1488.0699462890625,1507.050048828125,42141000
2015-06-22,1518.030029296875,1524.5899658203125,1492.1800537109375,1492.550048828125,41055700
2015-06-29,1489.5899658203125,1516.9300537109375,1485.5,1501.030029296875,37801900
2015-07-06,1484.9000244140625,1486.2900390625,1461.5699462890625,1479.81005859375,41493300
2015-07-13,1479.31005859375,1496.1700439453125,1476.4300537109375,1484.52001953125,39658100
2015-07-20,1438.0799560546875,1481.27001953125,1432.5799560546875,1480.1199951171875,51327400
2015-07-27,1440.1199951171875,1440.1199951171875,1401.06005859375,1431.8599853515625,36184500
2015-08-03,1428.7900390625,1442.1600341796875,1426.949951171875,1435.6199951171875,44821600
2015-08-10,1413.9200439453125,1425.6800537109375,1382.699951171875,1423.300048828125,40348200
2015-08-17,1365.6099853515625,1418.68994140625,1357.9000244140625,1414.6400146484375,58700200
2015-08-24,1365.93994140625,1380.6600341796875,1292.1400146484375,1334.6199951171875,72749800
2015-08-31,1370.75,1386.5400390625,1355.27001953125,1367.81005859375,61115900
2015-09-07,1381.719970703125,1403.300048828125,1360.0799560546875,1368.280029296875,52751100
2015-09-14,1390.3199462890625,1397.77001953125,1368.31005859375,1382.6400146484375,49867700
2015-09-21,1376.8299560546875,1397.2900390625,1364.72998046875,1384.760009765625,44035700
2015-09-28,1346.3499755859375,1369.0999755859375,1341.300048828125,1368.56005859375,45645900
2015-10-05,1411.3299560546875,1415.530029296875,1353.72998046875,1354.1099853515625,49198800
2015-10-12,1418.3800048828125,1429.5400390625,1399.52001953125,1415.43994140625,46847900
2015-10-19,1416.1400146484375,1426.81005859375,1412.280029296875,1421.6099853515625,28115700
2015-10-26,1394.93994140625,1431.8599853515625,1387.75,1429.030029296875,43931100
2015-11-02,1414.5400390625,1427.050048828125,1395.3499755859375,1395.6300048828125,42416500
2015-11-09,1382.4599609375,1413.699951171875,1379.0999755859375,1412.1500244140625,48397600
2015-11-16,1393.8399658203125,1398.18994140625,1368.7900390625,1370.510009765625,41044300
2015-11-23,1363.1300048828125,1401.77001953125,1359.9599609375,1397.27001953125,38000800
2015-11-30,1333.5699462890625,1369.989990234375,1325.8599853515625,1360.719970703125,42991600
2015-12-07,1280.9200439453125,1324.6099853515625,1278.300048828125,1323.8499755859375,23816400
2015-12-14,1284.9200439453125,1313.0899658203125,1251.989990234375,1262.43994140625,45520000
2015-12-21,1282.9300537109375,1287.4599609375,1258.72998046875,1271.280029296875,42811900
2015-12-28,1288.02001953125,1294.8399658203125,1276.469970703125,1285.6500244140625,16576300
2016-01-04,1244.1800537109375,1286.3599853515625,1224.8299560546875,1286.260009765625,44716800
2016-01-11,1245.8499755859375,1279.2099609375,1220.9599609375,1233.8599853515625,46685800
2016-01-18,1268.030029296875,1272.0899658203125,1231.3199462890625,1234.800048828125,50747300
2016-01-25,1300.97998046875,1301.010009765625,1259.3499755859375,1277.280029296875,50718500
